,0,1,2,0,1,2,3,4,5,6,0,0,1,2
7299,Both perform,56,-38,124,168,26,6.5,86,79.12,79,18,Both perform,18,1
7300,Both perform,31,80,103,246,32,10.666666666666666,183,18.3,13,111,Both perform,111,1
7301,Both perform,53,-76,186,192,29,7.25,110,80.3,27,-23,Buyer's breach - deposit remedy,-21.75,0
7302,Both perform,15,17,94,161,35,8.75,111,58.83,3,32,Both perform,32,1
7303,Both perform,-81,-31,194,129,47,23.5,163,86.39,46,-112,Buyer's breach - deposit remedy,-23.5,0
7304,Both perform,-14,100,91,205,28,7.0,191,122.24,27,86,Both perform,86,1
7305,Buyer's breach - enforced performance,-47,-10,200,169,19,4.75,190,15.2,7,-57,Buyer's breach - judicial remedy,-7,0
7306,Both perform,10,52,101,192,29,7.25,153,30.6,33,62,Both perform,62,1
7307,Both perform,22,-45,109,107,21,21.0,64,62.72,99,-23,Buyer's breach - deposit remedy,0.0,0
7308,Both perform,-26,-25,135,111,27,9.0,110,107.8,57,-51,Buyer's breach - deposit remedy,-18.0,0
7309,Both perform,55,31,148,247,13,3.25,179,37.59,64,86,Both perform,86,1
7310,Both perform,-49,28,163,177,35,8.75,191,7.64,11,-21,Buyer's breach - judicial remedy,-11,0
7311,Both perform,155,-132,196,248,29,14.5,64,36.48,61,23,Both perform,23,1
7312,Both perform,55,1,172,249,21,10.5,173,19.03,71,56,Both perform,56,1
7313,Both perform,43,9,92,173,29,9.666666666666666,101,22.22,8,52,Both perform,52,1
7314,Both perform,-59,0,139,106,26,26.0,139,88.96,0,-59,Buyer's breach - judicial remedy,0,0
7315,Both perform,-113,108,92,134,47,47.0,200,134.0,33,-5,Buyer's breach - deposit remedy,0.0,0
7316,Both perform,-17,7,129,147,28,7.0,136,126.48,22,-10,Both perform,-10,1
7317,Seller's breach - deposit remedy,48.6,-48.6,192,190,33,33.0,135,48.6,2,0.0,Buyer's breach - deposit remedy,0.0,0
7318,Both perform,132,-36,100,207,11,5.5,64,41.6,43,96,Both perform,96,1
7319,Both perform,96,7,118,231,10,5.0,125,33.75,50,103,Both perform,103,1
7320,Both perform,-26,20,161,179,24,6.0,181,27.15,5,-6,Buyer's breach - judicial remedy,-5,0
7321,Both perform,-46,65,111,153,23,5.75,176,170.72,14,19,Both perform,19,1
7322,Both perform,113,-19,114,249,41,10.25,95,11.4,94,94,Both perform,94,1
7323,Both perform,23,-12,125,178,42,42.0,113,73.45,20,11,Both perform,11,1
7324,Seller's breach - deposit remedy,25.67,-37.17,167,102,23,11.5,63,37.17,38,-11.5,Buyer's breach - deposit remedy,-11.5,0
7325,Both perform,28,-11,109,165,39,9.75,98,0.98,25,17,Both perform,17,1
7326,Both perform,46,-69,151,144,16,8.0,82,7.38,47,-23,Buyer's breach - deposit remedy,-7.999999999999999,0
7327,Both perform,9,23,90,154,32,10.666666666666666,113,35.03,77,32,Both perform,32,1
7328,Both perform,79,-52,131,182,24,6.0,79,52.14,68,27,Both perform,27,1
7329,Both perform,90,-11,140,240,21,5.25,129,42.57,34,79,Both perform,79,1
7330,Both perform,36,14,171,235,14,14.0,185,162.8,25,50,Both perform,50,1
7331,Buyer's breach - enforced performance,-78,-12,136,103,49,12.25,124,4.96,8,-90,Buyer's breach - judicial remedy,-8,0
7332,Both perform,96,-113,177,202,42,42.0,64,43.52,75,-17,Buyer's breach - deposit remedy,0.0,0
7333,Both perform,147,-123,173,217,20,20.0,50,38.5,27,24,Both perform,24,1
7334,Both perform,40,-73,176,182,39,19.5,103,13.39,26,-33,Buyer's breach - deposit remedy,-19.5,0
7335,Both perform,-71,33,116,123,45,15.0,149,107.28,83,-38,Buyer's breach - deposit remedy,-30.0,0
7336,Both perform,-47,-9,199,191,48,16.0,190,95.0,92,-56,Buyer's breach - deposit remedy,-32.0,0
7337,Both perform,45,79,91,227,12,6.0,170,113.9,76,124,Both perform,124,1
7338,Both perform,61,78,92,242,11,5.5,170,49.3,72,139,Both perform,139,1
7339,Both perform,-17,-4,142,135,14,4.666666666666667,138,19.32,89,-21,Buyer's breach - deposit remedy,-9.333333333333332,0
7340,Both perform,-72,23,106,102,45,45.0,129,11.61,83,-49,Buyer's breach - deposit remedy,0.0,0
7341,Both perform,120,-99,161,219,37,12.333333333333334,62,15.5,14,21,Both perform,21,1
7342,Both perform,76,-118,185,162,19,6.333333333333333,67,62.98,35,-42,Buyer's breach - deposit remedy,-12.666666666666664,0
7343,Both perform,30,-24,131,160,23,5.75,107,50.29,31,6,Both perform,6,1
7344,Both perform,52,-12,161,242,41,10.25,149,108.77,99,40,Both perform,40,1
7345,Both perform,-7,18,173,221,37,37.0,191,129.88,32,11,Both perform,11,1
7346,Both perform,11,-13,109,155,48,48.0,96,89.28,56,-2,Buyer's breach - deposit remedy,0.0,0
7347,Both perform,67,-48,157,217,41,13.666666666666666,109,57.77,83,19,Both perform,19,1
7348,Both perform,1,55,96,202,50,16.666666666666668,151,66.44,82,56,Both perform,56,1
7349,Both perform,-77,25,146,105,11,11.0,171,102.6,53,-52,Buyer's breach - deposit remedy,0.0,0
7350,Both perform,128,-70,164,239,17,17.0,94,73.32,81,58,Both perform,58,1
7351,Both perform,14,92,103,219,10,5.0,195,5.85,82,106,Both perform,106,1
7352,Both perform,71,-72,167,205,39,19.5,95,19.0,93,-1,Both perform,-1,1
7353,Both perform,99,-51,164,244,32,16.0,113,51.98,2,48,Both perform,48,1
7354,Both perform,5,1,150,187,31,15.5,151,22.65,33,6,Both perform,6,1
7355,Both perform,61,-130,200,161,30,10.0,70,44.1,65,-69,Buyer's breach - deposit remedy,-19.999999999999993,0
7356,Both perform,40,-65,122,132,35,11.666666666666666,57,44.46,18,-25,Buyer's breach - judicial remedy,-18,0
7357,Both perform,-46,57,130,185,44,22.0,187,173.91,93,11,Both perform,11,1
7358,Both perform,-39,73,110,154,10,3.3333333333333335,183,69.54,15,34,Both perform,34,1
7359,Both perform,-61,12,163,134,20,20.0,175,119.0,67,-49,Buyer's breach - deposit remedy,0.0,0
7360,Both perform,19,-63,126,130,48,16.0,63,19.53,50,-44,Buyer's breach - deposit remedy,-32.0,0
7361,Both perform,59,41,95,220,25,6.25,136,23.12,4,100,Both perform,100,1
7362,Both perform,116,-123,194,213,26,13.0,71,15.62,71,-7,Both perform,-7,1
7363,Both perform,96,-75,155,224,48,48.0,80,63.2,93,21,Both perform,21,1
7364,Both perform,23,-58,198,202,39,13.0,140,126.0,5,-35,Buyer's breach - judicial remedy,-5,0
7365,Both perform,68,-43,98,165,42,10.5,55,38.5,36,25,Both perform,25,1
7366,Both perform,74,-97,153,146,16,4.0,56,51.52,66,-23,Buyer's breach - deposit remedy,-12.0,0
7367,Both perform,-57,-47,179,102,27,6.75,132,120.12,44,-104,Buyer's breach - deposit remedy,-20.25,0
7368,Both perform,-12,40,134,176,14,4.666666666666667,174,55.68,24,28,Both perform,28,1
7369,Both perform,72,-13,139,243,45,22.5,126,65.52,37,59,Both perform,59,1
7370,Both perform,107,-58,140,209,20,20.0,82,22.96,100,49,Both perform,49,1
7371,Both perform,-20,-11,174,161,18,6.0,163,146.7,74,-31,Buyer's breach - deposit remedy,-12.0,0
7372,Both perform,-16,-7,168,157,12,6.0,161,78.89,30,-23,Buyer's breach - deposit remedy,-6.0,0
7373,Seller's breach - deposit remedy,3.3000000000000007,-28.8,200,158,34,8.5,160,28.8,39,-25.5,Buyer's breach - deposit remedy,-25.499999999999996,0
7374,Both perform,-66,48,120,121,19,4.75,168,33.6,57,-18,Buyer's breach - deposit remedy,-14.25,0
7375,Both perform,147,-28,94,238,25,25.0,66,52.14,77,119,Both perform,119,1
7376,Both perform,-36,48,147,186,27,6.75,195,87.75,9,12,Both perform,12,1
7377,Both perform,-29,36,131,156,18,4.5,167,130.26,12,7,Both perform,7,1
7378,Both perform,-9,-6,98,128,45,22.5,92,14.72,84,-15,Both perform,-15,1
7379,Buyer's breach - enforced performance,-114,-6,164,100,43,43.0,158,1.58,13,-120,Buyer's breach - deposit remedy,0.0,0
7380,Both perform,55,-58,165,200,38,12.666666666666666,107,102.72,93,-3,Both perform,-3,1
7381,Both perform,-11,-17,184,192,36,18.0,167,136.94,12,-28,Buyer's breach - judicial remedy,-12,0
7382,Both perform,93,-85,193,241,40,13.333333333333334,108,6.48,40,8,Both perform,8,1
7383,Both perform,-53,-42,173,120,42,14.0,131,74.67,92,-95,Buyer's breach - deposit remedy,-28.0,0
7384,Both perform,13,34,143,235,45,45.0,177,157.53,42,47,Both perform,47,1
7385,Both perform,121,-94,160,210,23,7.666666666666667,66,9.9,51,27,Both perform,27,1
7386,Both perform,21,-35,151,154,17,17.0,116,52.2,51,-14,Buyer's breach - deposit remedy,0.0,0
7387,Both perform,0,20,172,232,40,40.0,192,120.96,17,20,Both perform,20,1
7388,Both perform,136,-14,102,237,13,4.333333333333333,88,11.44,30,122,Both perform,122,1
7389,Both perform,-16,39,139,186,24,24.0,178,110.36,30,23,Both perform,23,1
7390,Both perform,28,3,150,192,11,2.75,153,21.42,30,31,Both perform,31,1
7391,Both perform,7,44,148,230,31,7.75,192,36.48,26,51,Both perform,51,1
7392,Both perform,-2,37,118,186,33,8.25,155,21.7,12,35,Both perform,35,1
7393,Both perform,-7,49,135,203,26,26.0,184,77.28,78,42,Both perform,42,1
7394,Both perform,44,14,144,229,27,6.75,158,14.22,66,58,Both perform,58,1
7395,Both perform,1,-80,175,117,21,21.0,95,93.1,85,-79,Buyer's breach - deposit remedy,0.0,0
7396,Seller's breach - deposit remedy,46.95,-60.45,171,135,27,13.5,65,60.45,37,-13.5,Buyer's breach - deposit remedy,-13.5,0
7397,Both perform,-15,-67,197,155,40,20.0,130,70.2,69,-82,Buyer's breach - deposit remedy,-20.0,0
7398,Both perform,-62,68,115,164,43,14.333333333333334,183,53.07,72,6,Both perform,6,1
7399,Both perform,66,-46,182,218,16,16.0,136,16.32,26,20,Both perform,20,1
7400,Both perform,45,-22,148,213,42,14.0,126,105.84,94,23,Both perform,23,1
7401,Both perform,84,-70,199,236,23,5.75,129,100.62,84,14,Both perform,14,1
7402,Both perform,-44,31,126,159,46,23.0,157,64.37,50,-13,Both perform,-13,1
7403,Both perform,133,-93,175,227,12,6.0,82,22.96,54,40,Both perform,40,1
7404,Both perform,62,-35,121,189,41,41.0,86,71.38,56,27,Both perform,27,1
7405,Both perform,127,-58,125,231,37,12.333333333333334,67,38.86,69,69,Both perform,69,1
7406,Both perform,89,-50,186,245,20,6.666666666666667,136,118.32,61,39,Both perform,39,1
7407,Both perform,95,-126,184,178,25,8.333333333333334,58,9.86,76,-31,Buyer's breach - deposit remedy,-16.666666666666664,0
7408,Both perform,-51,-38,189,147,47,15.666666666666666,151,66.44,8,-89,Buyer's breach - judicial remedy,-8,0
7409,Both perform,-82,27,127,105,33,16.5,154,9.24,9,-55,Buyer's breach - judicial remedy,-9,0
7410,Both perform,104,-86,142,181,21,21.0,56,27.44,61,18,Both perform,18,1
7411,Both perform,52,0,158,227,17,4.25,158,37.92,84,52,Both perform,52,1
7412,Both perform,53,-31,109,172,41,10.25,78,18.72,98,22,Both perform,22,1
7413,Both perform,7,-23,198,219,37,18.5,175,87.5,46,-16,Both perform,-16,1
7414,Both perform,151,-14,90,242,15,3.75,76,15.96,4,137,Both perform,137,1
7415,Both perform,141,-76,146,236,25,12.5,70,21.0,64,65,Both perform,65,1
7416,Both perform,37,-7,124,201,47,11.75,117,67.86,50,30,Both perform,30,1
7417,Both perform,65,-63,181,195,12,4.0,118,16.52,24,2,Both perform,2,1
7418,Both perform,-39,16,147,142,18,6.0,163,66.83,96,-23,Buyer's breach - deposit remedy,-12.0,0
7419,Both perform,29,-47,102,122,38,19.0,55,7.7,47,-18,Both perform,-18,1
7420,Both perform,14,36,150,225,25,8.333333333333334,186,184.14,39,50,Both perform,50,1
7421,Both perform,63,44,94,230,29,9.666666666666666,138,11.04,23,107,Both perform,107,1
7422,Both perform,4,27,134,190,25,8.333333333333334,161,151.34,34,31,Both perform,31,1
7423,Both perform,44,-47,99,138,42,21.0,52,31.72,69,-3,Both perform,-3,1
7424,Both perform,-13,-16,198,179,10,10.0,182,43.68,98,-29,Buyer's breach - deposit remedy,0.0,0
7425,Both perform,28,-6,154,196,20,6.666666666666667,148,121.36,27,22,Both perform,22,1
7426,Both perform,56,-19,118,178,23,7.666666666666667,99,65.34,67,37,Both perform,37,1
7427,Both perform,23,-58,148,142,29,14.5,90,72.9,76,-35,Buyer's breach - deposit remedy,-14.5,0
7428,Both perform,70,-59,187,238,40,20.0,128,19.2,82,11,Both perform,11,1
7429,Seller's breach - deposit remedy,29.0,-29.0,184,162,27,27.0,116,29.0,45,0.0,Buyer's breach - deposit remedy,0.0,0
7430,Both perform,6,13,93,135,23,5.75,106,10.6,71,19,Both perform,19,1
7431,Both perform,94,-132,199,173,12,6.0,67,54.27,54,-38,Buyer's breach - deposit remedy,-6.0,0
7432,Both perform,117,-78,180,249,30,10.0,102,59.16,73,39,Both perform,39,1
7433,Both perform,99,-114,198,210,27,6.75,84,24.36,23,-15,Both perform,-15,1
7434,Seller's breach - deposit remedy,19.479999999999997,-34.98,167,108,31,15.5,66,34.98,12,-15.5,Buyer's breach - judicial remedy,-12,0
7435,Both perform,51,-6,136,194,13,6.5,130,5.2,17,45,Both perform,45,1
7436,Seller's breach - deposit remedy,7.04,-7.04,99,112,43,43.0,64,7.04,59,0.0,Buyer's breach - deposit remedy,0.0,0
7437,Both perform,6,-1,145,170,20,10.0,144,41.76,91,5,Both perform,5,1
7438,Both perform,-50,-17,124,100,43,10.75,107,75.97,63,-67,Buyer's breach - deposit remedy,-32.25,0
7439,Both perform,120,-55,133,226,28,28.0,78,69.42,41,65,Both perform,65,1
7440,Both perform,109,-31,101,202,23,5.75,70,46.9,63,78,Both perform,78,1
7441,Both perform,25,20,146,217,26,8.666666666666666,166,104.58,25,45,Both perform,45,1
7442,Both perform,-49,39,133,145,22,7.333333333333333,172,67.08,11,-10,Both perform,-10,1
7443,Both perform,-48,79,120,180,29,9.666666666666666,199,63.68,78,31,Both perform,31,1
7444,Both perform,-82,30,142,121,31,15.5,172,147.92,61,-52,Buyer's breach - deposit remedy,-15.5,0
7445,Both perform,-28,35,104,158,47,15.666666666666666,139,25.02,22,7,Both perform,7,1
7446,Both perform,-29,6,147,166,42,42.0,153,142.29,42,-23,Buyer's breach - deposit remedy,0.0,0
7447,Both perform,-107,50,144,129,42,21.0,194,112.52,35,-57,Buyer's breach - deposit remedy,-20.999999999999986,0
7448,Both perform,128,-49,134,229,16,5.333333333333333,85,16.15,98,79,Both perform,79,1
7449,Both perform,44,34,104,197,15,7.5,138,115.92,73,78,Both perform,78,1
7450,Both perform,-75,77,93,111,16,5.333333333333333,170,127.5,54,2,Both perform,2,1
7451,Both perform,-53,56,101,134,30,30.0,157,83.21,74,3,Both perform,3,1
7452,Both perform,2,-21,192,205,32,10.666666666666666,171,87.21,8,-19,Buyer's breach - judicial remedy,-8,0
7453,Seller's breach - deposit remedy,22.1,-50.6,181,152,38,9.5,115,50.6,37,-28.5,Buyer's breach - deposit remedy,-28.499999999999993,0
7454,Both perform,7,19,118,181,37,18.5,137,2.74,5,26,Both perform,26,1
7455,Both perform,-28,17,156,178,33,33.0,173,167.81,14,-11,Buyer's breach - deposit remedy,0.0,0
7456,Seller's breach - deposit remedy,63.06999999999999,-86.32,199,188,31,7.75,104,86.32,81,-23.25,Buyer's breach - deposit remedy,-23.25,0
7457,Both perform,46,16,140,244,42,21.0,156,48.36,34,62,Both perform,62,1
7458,Both perform,-77,-9,144,104,46,11.5,135,94.5,57,-86,Buyer's breach - deposit remedy,-34.5,0
7459,Both perform,-88,7,148,115,48,16.0,155,131.75,49,-81,Buyer's breach - deposit remedy,-32.0,0
7460,Buyer's breach - enforced performance,-169,21,151,113,44,11.0,172,36.12,66,-148,Seller's breach - deposit remedy,-33.0,0
7461,Both perform,-11,30,93,148,36,12.0,123,44.28,98,19,Both perform,19,1
7462,Both perform,24,-65,190,166,17,17.0,125,106.25,33,-41,Buyer's breach - deposit remedy,0.0,0
7463,Both perform,7,12,149,183,15,15.0,161,132.02,4,19,Both perform,19,1
7464,Both perform,130,-33,112,241,32,10.666666666666666,79,10.27,4,97,Both perform,97,1
7465,Both perform,52,-26,101,149,22,22.0,75,9.75,24,26,Both perform,26,1
7466,Both perform,-15,-63,190,139,27,27.0,127,102.87,21,-78,Buyer's breach - deposit remedy,0.0,0
7467,Both perform,45,-97,182,162,32,16.0,85,47.6,70,-52,Buyer's breach - deposit remedy,-16.0,0
7468,Both perform,14,-80,196,163,33,11.0,116,18.56,86,-66,Seller's breach - deposit remedy,-22.0,0
7469,Both perform,-9,92,93,189,13,4.333333333333333,185,75.85,45,83,Both perform,83,1
7470,Both perform,43,63,98,218,14,3.5,161,61.18,33,106,Both perform,106,1
7471,Both perform,19,-41,177,171,16,5.333333333333333,136,68.0,97,-22,Buyer's breach - deposit remedy,-10.666666666666671,0
7472,Both perform,54,-24,175,229,24,6.0,151,66.44,89,30,Both perform,30,1
7473,Both perform,158,-80,148,240,14,14.0,68,51.68,95,78,Both perform,78,1
7474,Both perform,-13,82,101,189,19,19.0,183,115.29,22,69,Both perform,69,1
7475,Both perform,-20,11,178,207,38,12.666666666666666,189,109.62,91,-9,Both perform,-9,1
7476,Both perform,-9,21,115,172,45,15.0,136,68.0,71,12,Both perform,12,1
7477,Both perform,4,-7,110,133,26,8.666666666666666,103,27.81,67,-3,Both perform,-3,1
7478,Buyer's breach - enforced performance,-180,34,124,107,49,12.25,158,58.46,80,-146,Seller's breach - deposit remedy,-36.75,0
7479,Both perform,62,-55,127,169,35,8.75,72,64.8,85,7,Both perform,7,1
7480,Both perform,108,-73,136,212,41,20.5,63,10.08,37,35,Both perform,35,1
7481,Both perform,82,-49,150,202,19,19.0,101,90.9,98,33,Both perform,33,1
7482,Both perform,26,-2,91,143,28,28.0,89,51.62,94,24,Both perform,24,1
7483,Both perform,128,-89,174,234,21,7.0,85,37.4,55,39,Both perform,39,1
7484,Both perform,87,-50,134,221,50,16.666666666666668,84,32.76,36,37,Both perform,37,1
7485,Both perform,84,21,99,245,41,10.25,120,112.8,24,105,Both perform,105,1
7486,Both perform,49,19,114,193,11,3.6666666666666665,133,91.77,89,68,Both perform,68,1
7487,Both perform,125,-70,167,250,28,9.333333333333334,97,83.42,86,55,Both perform,55,1
7488,Both perform,-30,-19,183,146,12,3.0,164,101.68,80,-49,Buyer's breach - deposit remedy,-9.0,0
7489,Both perform,100,-35,126,212,21,5.25,91,24.57,61,65,Both perform,65,1
7490,Both perform,167,-33,97,247,16,4.0,64,16.0,32,134,Both perform,134,1
7491,Both perform,82,-113,199,190,22,22.0,86,58.48,30,-31,Buyer's breach - deposit remedy,0.0,0
7492,Both perform,-45,-50,188,103,10,3.3333333333333335,138,91.08,75,-95,Buyer's breach - deposit remedy,-6.666666666666671,0
7493,Both perform,30,85,106,242,21,7.0,191,70.67,91,115,Both perform,115,1
7494,Both perform,-20,-34,195,158,17,5.666666666666667,161,91.77,6,-54,Buyer's breach - judicial remedy,-6,0
7495,Both perform,57,-43,103,147,30,15.0,60,39.0,50,14,Both perform,14,1
7496,Both perform,-19,-21,143,141,38,9.5,122,58.56,37,-40,Buyer's breach - deposit remedy,-28.5,0
7497,Both perform,15,-82,145,125,47,11.75,63,18.9,3,-67,Buyer's breach - judicial remedy,-3,0
7498,Both perform,26,-107,165,111,27,9.0,58,39.44,17,-81,Buyer's breach - judicial remedy,-17,0
7499,Both perform,22,93,106,231,10,10.0,199,139.3,1,115,Both perform,115,1
7500,Both perform,53,-98,187,181,39,13.0,89,50.73,1,-45,Buyer's breach - judicial remedy,-1,0
7501,Both perform,-68,8,169,126,17,4.25,177,63.72,40,-60,Buyer's breach - deposit remedy,-12.75,0
7502,Both perform,62,19,112,211,18,6.0,131,52.4,35,81,Both perform,81,1
7503,Both perform,-25,15,102,113,21,5.25,117,35.1,44,-10,Both perform,-10,1
7504,Both perform,34,-65,173,175,33,8.25,108,69.12,18,-31,Buyer's breach - judicial remedy,-18,0
7505,Both perform,12,-32,172,170,18,9.0,140,51.8,69,-20,Buyer's breach - deposit remedy,-9.0,0
7506,Both perform,72,0,94,209,43,10.75,94,43.24,49,72,Both perform,72,1
7507,Both perform,-63,34,132,139,36,9.0,166,43.16,88,-29,Buyer's breach - deposit remedy,-27.0,0
7508,Both perform,48,3,91,176,34,34.0,94,35.72,4,51,Both perform,51,1
7509,Both perform,18,-92,186,159,47,15.666666666666666,94,6.58,76,-74,Buyer's breach - deposit remedy,-31.333333333333336,0
7510,Both perform,23,8,92,164,41,20.5,100,83.0,82,31,Both perform,31,1
7511,Both perform,14,-33,126,148,41,10.25,93,49.29,91,-19,Both perform,-19,1
7512,Both perform,126,-101,187,247,35,11.666666666666666,86,7.74,71,25,Both perform,25,1
7513,Buyer's breach - enforced performance,-109,29,151,106,12,3.0,180,41.4,23,-80,Buyer's breach - deposit remedy,-9.0,0
7514,Both perform,-41,2,129,132,42,42.0,131,74.67,46,-39,Buyer's breach - deposit remedy,0.0,0
7515,Both perform,-33,14,167,172,24,6.0,181,90.5,100,-19,Buyer's breach - deposit remedy,-18.0,0
7516,Both perform,-29,1,162,162,28,28.0,163,45.64,62,-28,Buyer's breach - deposit remedy,0.0,0
7517,Seller's breach - enforced performance,59,-22,91,173,45,22.5,69,26.22,0,37,Buyer's breach - enforced performance,37,0
7518,Both perform,82,-50,159,239,48,12.0,109,74.12,41,32,Both perform,32,1
7519,Both perform,5,-69,177,129,16,8.0,108,105.84,44,-64,Buyer's breach - deposit remedy,-8.0,0
7520,Both perform,51,77,106,245,11,2.75,183,98.82,83,128,Both perform,128,1
7521,Both perform,-85,81,112,119,11,5.5,193,42.46,57,-4,Both perform,-4,1
7522,Buyer's breach - enforced performance,-75,-66,194,115,44,14.666666666666666,128,8.96,18,-141,Buyer's breach - judicial remedy,-18,0
7523,Both perform,98,-114,169,174,21,5.25,55,24.2,66,-16,Seller's breach - deposit remedy,-15.75,0
7524,Both perform,-42,28,129,164,49,12.25,157,73.79,11,-14,Buyer's breach - judicial remedy,-11,0
7525,Both perform,66,-24,109,174,23,11.5,85,55.25,21,42,Both perform,42,1
7526,Both perform,-65,61,113,122,13,13.0,174,13.92,70,-4,Buyer's breach - deposit remedy,0.0,0
7527,Both perform,76,-60,173,220,31,15.5,113,90.4,4,16,Both perform,16,1
7528,Both perform,13,25,136,201,27,13.5,161,38.64,54,38,Both perform,38,1
7529,Both perform,175,-137,198,247,11,5.5,61,5.49,99,38,Both perform,38,1
7530,Seller's breach - deposit remedy,5.6,-5.6,170,116,44,44.0,70,5.6,87,0.0,Buyer's breach - deposit remedy,0.0,0
7531,Both perform,62,34,126,241,19,9.5,160,126.4,2,96,Both perform,96,1
7532,Both perform,29,2,129,180,20,10.0,131,93.01,21,31,Both perform,31,1
7533,Both perform,-63,0,134,102,31,15.5,134,117.92,25,-63,Seller's breach - deposit remedy,-15.5,0
7534,Both perform,-13,102,97,229,43,21.5,199,153.23,53,89,Both perform,89,1
7535,Both perform,7,-1,126,176,44,44.0,125,48.75,38,6,Both perform,6,1
7536,Both perform,-28,-44,133,104,43,10.75,89,62.3,10,-72,Buyer's breach - judicial remedy,-10,0
7537,Both perform,37,-40,144,173,32,10.666666666666666,104,100.88,46,-3,Both perform,-3,1
7538,Both perform,63,-8,163,247,29,7.25,155,88.35,42,55,Both perform,55,1
7539,Seller's breach - deposit remedy,31.653333333333336,-56.32,189,130,37,12.333333333333334,64,56.32,100,-24.666666666666664,Buyer's breach - deposit remedy,-24.666666666666664,0
7540,Buyer's breach - enforced performance,-92,-21,170,135,38,9.5,149,5.96,40,-113,Buyer's breach - deposit remedy,-28.5,0
7541,Both perform,18,-57,183,168,24,12.0,126,20.16,57,-39,Buyer's breach - deposit remedy,-11.999999999999996,0
7542,Both perform,-16,-17,169,165,29,29.0,152,82.08,98,-33,Buyer's breach - deposit remedy,0.0,0
7543,Buyer's breach - enforced performance,-197,-8,197,107,15,7.5,189,39.69,100,-205,Buyer's breach - deposit remedy,-7.5,0
7544,Both perform,22,-51,194,199,34,17.0,143,2.86,41,-29,Buyer's breach - deposit remedy,-17.0,0
7545,Both perform,-23,31,147,203,48,24.0,178,67.64,71,8,Both perform,8,1
7546,Both perform,-78,7,174,120,17,8.5,181,106.79,40,-71,Buyer's breach - deposit remedy,-8.5,0
7547,Both perform,-58,30,165,153,16,16.0,195,156.0,21,-28,Buyer's breach - deposit remedy,0.0,0
7548,Seller's breach - deposit remedy,32.39,-52.64,193,135,27,6.75,112,52.64,60,-20.25,Buyer's breach - deposit remedy,-20.25,0
7549,Seller's breach - deposit remedy,62.3,-62.3,189,119,15,15.0,89,62.3,8,0.0,Buyer's breach - deposit remedy,0.0,0
7550,Seller's breach - enforced performance,101,-65,129,214,49,16.333333333333332,64,54.4,0,36,Buyer's breach - enforced performance,36,0
7551,Both perform,10,-130,185,108,43,10.75,55,9.35,10,-120,Buyer's breach - judicial remedy,-10,0
7552,Both perform,60,4,109,189,16,4.0,113,91.53,30,64,Both perform,64,1
7553,Both perform,-6,57,114,191,26,6.5,171,97.47,79,51,Both perform,51,1
7554,Both perform,128,-79,145,232,38,12.666666666666666,66,0.66,31,49,Both perform,49,1
7555,Both perform,124,-108,178,225,31,7.75,70,38.5,44,16,Both perform,16,1
7556,Both perform,110,-7,104,237,30,15.0,97,32.98,18,103,Both perform,103,1
7557,Both perform,-80,46,122,117,29,9.666666666666666,168,131.04,86,-34,Buyer's breach - deposit remedy,-19.333333333333343,0
7558,Both perform,116,-39,116,209,16,16.0,77,46.2,69,77,Both perform,77,1
7559,Both perform,-24,10,149,156,21,21.0,159,1.59,100,-14,Buyer's breach - deposit remedy,0.0,0
7560,Both perform,123,-92,164,222,27,13.5,72,28.08,6,31,Both perform,31,1
7561,Both perform,58,-62,148,193,49,24.5,86,35.26,18,-4,Both perform,-4,1
7562,Seller's breach - deposit remedy,32.39333333333334,-61.06,176,135,43,14.333333333333334,71,61.06,16,-28.666666666666664,Buyer's breach - judicial remedy,-16,0
7563,Both perform,19,28,170,239,22,7.333333333333333,198,7.92,45,47,Both perform,47,1
7564,Both perform,33,26,132,219,28,7.0,158,47.4,97,59,Both perform,59,1
7565,Both perform,-46,65,96,157,42,14.0,161,53.13,85,19,Both perform,19,1
7566,Both perform,36,-30,134,189,49,12.25,104,66.56,65,6,Both perform,6,1
7567,Both perform,86,-89,176,223,50,50.0,87,61.77,23,-3,Buyer's breach - deposit remedy,0.0,0
7568,Both perform,-18,-53,200,146,17,8.5,147,86.73,26,-71,Buyer's breach - deposit remedy,-8.5,0
7569,Both perform,9,15,163,237,50,16.666666666666668,178,137.06,89,24,Both perform,24,1
7570,Both perform,-30,28,150,186,38,9.5,178,89.0,3,-2,Both perform,-2,1
7571,Both perform,-76,16,128,105,37,18.5,144,122.4,33,-60,Buyer's breach - deposit remedy,-18.5,0
7572,Both perform,18,-30,94,111,29,14.5,64,23.68,72,-12,Both perform,-12,1
7573,Buyer's breach - enforced performance,-128,8,168,123,26,13.0,176,22.88,49,-120,Buyer's breach - deposit remedy,-12.999999999999996,0
7574,Both perform,21,9,190,231,11,2.75,199,121.39,55,30,Both perform,30,1
7575,Both perform,35,-5,126,186,30,30.0,121,6.05,56,30,Both perform,30,1
7576,Both perform,116,-123,189,210,28,7.0,66,13.2,34,-7,Both perform,-7,1
7577,Both perform,67,-90,148,173,48,12.0,58,18.56,37,-23,Both perform,-23,1
7578,Seller's breach - deposit remedy,37.82,-60.32,184,127,45,22.5,116,60.32,54,-22.5,Buyer's breach - deposit remedy,-22.499999999999993,0
7579,Both perform,136,-76,164,241,17,4.25,88,76.56,52,60,Both perform,60,1
