,0,1,2,0,1,2,3,4,5,6,0,0,1,2
2000,Both perform,97,-119,175,181,28,7.0,56,44.24,4,-22,Buyer's breach - judicial remedy,-4,0
2001,Both perform,-81,-34,180,107,42,21.0,146,102.2,39,-115,Buyer's breach - deposit remedy,-21.0,0
2002,Both perform,56,-28,145,222,49,16.333333333333332,117,1.17,77,28,Both perform,28,1
2003,Both perform,31,-35,199,243,48,12.0,164,54.12,93,-4,Both perform,-4,1
2004,Both perform,51,32,144,240,13,13.0,176,12.32,4,83,Both perform,83,1
2005,Seller's breach - deposit remedy,9.126666666666665,-40.46,174,121,47,15.666666666666666,119,40.46,56,-31.333333333333336,Buyer's breach - deposit remedy,-31.333333333333336,0
2006,Both perform,59,-67,128,131,11,5.5,61,37.82,10,-8,Buyer's breach - deposit remedy,-5.5,0
2007,Both perform,115,-71,145,224,35,11.666666666666666,74,71.04,2,44,Both perform,44,1
2008,Both perform,-1,-42,193,182,32,10.666666666666666,151,131.37,8,-43,Buyer's breach - judicial remedy,-8,0
2009,Both perform,66,-63,151,198,44,22.0,88,22.88,89,3,Both perform,3,1
2010,Both perform,23,12,136,193,22,22.0,148,2.96,83,35,Both perform,35,1
2011,Both perform,93,-22,141,235,23,23.0,119,85.68,62,71,Both perform,71,1
2012,Both perform,-62,10,162,156,46,23.0,172,101.48,89,-52,Buyer's breach - deposit remedy,-23.0,0
2013,Both perform,-5,29,156,216,36,18.0,185,118.4,65,24,Both perform,24,1
2014,Both perform,28,4,125,182,25,8.333333333333334,129,10.32,29,32,Both perform,32,1
2015,Buyer's breach - enforced performance,-111,9,189,110,19,4.75,198,51.48,4,-102,Buyer's breach - judicial remedy,-4,0
2016,Both perform,100,-125,198,217,44,11.0,73,51.1,50,-25,Both perform,-25,1
2017,Both perform,76,-82,158,182,30,10.0,76,18.24,98,-6,Both perform,-6,1
2018,Both perform,11,-32,159,167,29,9.666666666666666,127,17.78,34,-21,Buyer's breach - deposit remedy,-19.333333333333336,0
2019,Both perform,-42,-38,157,106,29,29.0,119,45.22,4,-80,Buyer's breach - deposit remedy,0.0,0
2020,Both perform,52,24,126,234,32,32.0,150,10.5,6,76,Both perform,76,1
2021,Both perform,178,-58,111,244,13,6.5,53,2.12,79,120,Both perform,120,1
2022,Both perform,39,-12,188,243,28,7.0,176,22.88,10,27,Both perform,27,1
2023,Both perform,75,29,92,219,23,23.0,121,13.31,63,104,Both perform,104,1
2024,Both perform,-1,-22,155,176,44,14.666666666666666,133,89.11,93,-23,Both perform,-23,1
2025,Both perform,50,-104,163,125,16,4.0,59,4.13,74,-54,Buyer's breach - deposit remedy,-12.0,0
2026,Both perform,55,-114,182,162,39,13.0,68,43.52,5,-59,Buyer's breach - judicial remedy,-5,0
2027,Both perform,-69,41,157,151,22,5.5,198,75.24,5,-28,Buyer's breach - judicial remedy,-5,0
2028,Both perform,-14,68,126,226,46,46.0,194,38.8,17,54,Both perform,54,1
2029,Both perform,7,23,141,219,48,48.0,164,1.64,99,30,Both perform,30,1
2030,Both perform,-19,-5,154,178,48,48.0,149,31.29,27,-24,Buyer's breach - deposit remedy,0.0,0
2031,Both perform,45,-79,140,145,39,13.0,61,14.03,80,-34,Buyer's breach - deposit remedy,-26.0,0
2032,Both perform,-19,-31,164,144,30,10.0,133,78.47,16,-50,Buyer's breach - judicial remedy,-16,0
2033,Both perform,0,-25,161,175,39,39.0,136,57.12,85,-25,Buyer's breach - deposit remedy,0.0,0
2034,Both perform,-4,-13,138,145,24,24.0,125,46.25,15,-17,Buyer's breach - deposit remedy,0.0,0
2035,Seller's breach - deposit remedy,25.47,-52.47,160,141,36,9.0,99,52.47,89,-27.0,Buyer's breach - deposit remedy,-27.0,0
2036,Both perform,78,-132,189,159,24,24.0,57,49.02,70,-54,Buyer's breach - deposit remedy,0.0,0
2037,Both perform,-124,98,100,104,30,10.0,198,17.82,85,-26,Buyer's breach - deposit remedy,-20.0,0
2038,Both perform,30,-32,197,233,38,38.0,165,26.4,1,-2,Buyer's breach - deposit remedy,0.0,0
2039,Seller's breach - deposit remedy,38.28,-38.28,187,141,50,50.0,58,38.28,86,0.0,Buyer's breach - deposit remedy,0.0,0
2040,Both perform,21,-41,103,132,49,12.25,62,19.84,47,-20,Both perform,-20,1
2041,Both perform,43,-100,196,161,22,22.0,96,17.28,96,-57,Buyer's breach - deposit remedy,0.0,0
2042,Both perform,28,17,118,174,11,5.5,135,51.3,65,45,Both perform,45,1
2043,Both perform,110,-33,122,240,41,20.5,89,13.35,43,77,Both perform,77,1
2044,Both perform,33,75,114,240,18,4.5,189,120.96,20,108,Both perform,108,1
2045,Buyer's breach - enforced performance,-117,40,118,116,42,21.0,158,56.88,33,-77,Buyer's breach - deposit remedy,-20.999999999999993,0
2046,Both perform,-62,1,198,182,45,11.25,199,99.5,46,-61,Buyer's breach - deposit remedy,-33.75,0
2047,Both perform,-33,27,104,147,49,12.25,131,77.29,22,-6,Both perform,-6,1
2048,Both perform,17,79,104,234,34,11.333333333333334,183,166.53,72,96,Both perform,96,1
2049,Both perform,-47,55,100,146,38,9.5,155,131.75,98,8,Both perform,8,1
2050,Both perform,16,-10,130,161,25,12.5,120,43.2,15,6,Both perform,6,1
2051,Both perform,49,-10,161,217,17,8.5,151,4.53,67,39,Both perform,39,1
2052,Both perform,-11,45,149,231,48,16.0,194,89.24,6,34,Both perform,34,1
2053,Both perform,129,-81,137,207,22,7.333333333333333,56,7.28,71,48,Both perform,48,1
2054,Both perform,61,-9,175,240,13,4.333333333333333,166,56.44,74,52,Both perform,52,1
2055,Both perform,-4,33,164,213,20,10.0,197,141.84,13,29,Both perform,29,1
2056,Both perform,14,4,125,188,45,15.0,129,116.1,42,18,Both perform,18,1
2057,Both perform,54,-46,198,225,19,4.75,152,109.44,14,8,Both perform,8,1
2058,Buyer's breach - enforced performance,-100,50,130,115,17,5.666666666666667,180,70.2,18,-50,Buyer's breach - deposit remedy,-11.333333333333329,0
2059,Buyer's breach - enforced performance,-93,-18,200,156,46,15.333333333333334,182,1.82,21,-111,Buyer's breach - judicial remedy,-21,0
2060,Both perform,-11,-18,192,181,18,9.0,174,120.06,28,-29,Buyer's breach - deposit remedy,-9.0,0
2061,Both perform,35,-44,104,130,35,11.666666666666666,60,37.2,64,-9,Both perform,-9,1
2062,Both perform,63,-63,190,222,32,10.666666666666666,127,60.96,69,0,Both perform,0,1
2063,Both perform,69,-31,154,242,50,12.5,123,60.27,17,38,Both perform,38,1
2064,Both perform,40,-41,134,183,50,16.666666666666668,93,85.56,83,-1,Both perform,-1,1
2065,Both perform,14,-10,107,148,37,9.25,97,76.63,28,4,Both perform,4,1
2066,Both perform,60,-9,154,247,42,42.0,145,62.35,34,51,Both perform,51,1
2067,Buyer's breach - enforced performance,-79,18,121,109,34,17.0,139,44.48,15,-61,Buyer's breach - judicial remedy,-15,0
2068,Both perform,-69,-19,164,107,31,31.0,145,114.55,12,-88,Buyer's breach - deposit remedy,0.0,0
2069,Both perform,83,-137,199,184,39,9.75,62,45.26,65,-54,Buyer's breach - deposit remedy,-29.249999999999993,0
2070,Both perform,11,24,140,199,24,6.0,164,32.8,88,35,Both perform,35,1
2071,Buyer's breach - enforced performance,-98,33,145,137,41,10.25,178,48.06,16,-65,Buyer's breach - judicial remedy,-16,0
2072,Both perform,54,-114,175,159,44,11.0,61,40.87,26,-60,Buyer's breach - judicial remedy,-26,0
2073,Both perform,-12,43,136,197,30,10.0,179,76.97,65,31,Both perform,31,1
2074,Both perform,5,-20,136,142,21,7.0,116,39.44,77,-15,Buyer's breach - deposit remedy,-14.0,0
2075,Both perform,2,-20,107,135,46,15.333333333333334,87,31.32,94,-18,Both perform,-18,1
2076,Both perform,27,-44,166,176,27,9.0,122,53.68,19,-17,Both perform,-17,1
2077,Both perform,55,44,97,218,22,22.0,141,117.03,49,99,Both perform,99,1
2078,Both perform,115,-76,155,205,11,11.0,79,62.41,97,39,Both perform,39,1
2079,Both perform,89,-73,156,219,47,11.75,83,17.43,92,16,Both perform,16,1
2080,Both perform,85,-14,162,250,17,8.5,148,87.32,88,71,Both perform,71,1
2081,Both perform,-13,26,99,127,15,5.0,125,27.5,89,13,Both perform,13,1
2082,Both perform,-2,20,175,225,32,16.0,195,9.75,37,18,Both perform,18,1
2083,Seller's breach - deposit remedy,48.599999999999994,-68.85,164,152,27,6.75,85,68.85,88,-20.25,Buyer's breach - deposit remedy,-20.25,0
2084,Both perform,102,4,99,229,24,12.0,103,76.22,47,106,Both perform,106,1
2085,Both perform,11,-49,194,169,13,4.333333333333333,145,137.75,50,-38,Buyer's breach - deposit remedy,-8.666666666666657,0
2086,Both perform,28,-35,199,229,37,9.25,164,19.68,81,-7,Both perform,-7,1
2087,Both perform,51,-29,151,200,27,9.0,122,117.12,19,22,Both perform,22,1
2088,Both perform,99,-30,99,199,31,10.333333333333334,69,13.8,86,69,Both perform,69,1
2089,Both perform,-7,-1,164,186,30,10.0,163,73.35,32,-8,Both perform,-8,1
2090,Both perform,1,-14,182,186,17,8.5,168,50.4,26,-13,Buyer's breach - deposit remedy,-8.5,0
2091,Both perform,8,58,110,207,31,7.75,168,112.56,1,66,Both perform,66,1
2092,Both perform,138,-14,115,250,11,11.0,101,75.75,5,124,Both perform,124,1
2093,Both perform,94,9,105,218,10,10.0,114,43.32,62,103,Both perform,103,1
2094,Both perform,-30,37,91,120,22,7.333333333333333,128,103.68,22,7,Both perform,7,1
2095,Both perform,-38,1,167,165,35,11.666666666666666,168,120.96,40,-37,Buyer's breach - deposit remedy,-23.33333333333333,0
2096,Both perform,43,38,132,236,23,11.5,170,15.3,43,81,Both perform,81,1
2097,Both perform,12,18,178,228,20,20.0,196,117.6,17,30,Both perform,30,1
2098,Both perform,99,-65,126,180,20,6.666666666666667,61,31.72,79,34,Both perform,34,1
2099,Both perform,115,-59,141,221,24,12.0,82,32.8,70,56,Both perform,56,1
2100,Both perform,39,-36,180,206,23,11.5,144,14.4,2,3,Both perform,3,1
2101,Both perform,82,-81,177,227,49,12.25,96,80.64,55,1,Both perform,1,1
2102,Both perform,-77,82,100,117,12,4.0,182,174.72,39,5,Both perform,5,1
2103,Both perform,152,-62,140,240,10,10.0,78,46.8,70,90,Both perform,90,1
2104,Both perform,-34,55,101,139,17,4.25,156,112.32,58,21,Both perform,21,1
2105,Both perform,-94,12,163,103,22,22.0,175,145.25,78,-82,Buyer's breach - deposit remedy,0.0,0
2106,Both perform,59,-89,166,164,28,28.0,77,5.39,65,-30,Buyer's breach - deposit remedy,0.0,0
2107,Both perform,-34,-12,157,148,37,9.25,145,30.45,26,-46,Buyer's breach - judicial remedy,-26,0
2108,Both perform,14,-10,197,212,11,3.6666666666666665,187,7.48,6,4,Both perform,4,1
2109,Both perform,-112,-1,190,127,50,25.0,189,113.4,47,-113,Buyer's breach - deposit remedy,-25.0,0
2110,Both perform,112,-140,200,213,41,10.25,60,45.0,20,-28,Buyer's breach - judicial remedy,-20,0
2111,Seller's breach - deposit remedy,39.166666666666664,-70.5,158,137,47,15.666666666666666,75,70.5,67,-31.333333333333336,Seller's breach - deposit remedy,-31.333333333333336,1
2112,Both perform,47,42,116,222,17,4.25,158,123.24,41,89,Both perform,89,1
2113,Both perform,-36,15,109,117,29,29.0,124,102.92,30,-21,Buyer's breach - deposit remedy,0.0,0
2114,Both perform,41,-20,190,221,10,3.3333333333333335,170,17.0,29,21,Both perform,21,1
2115,Both perform,16,-11,148,173,20,5.0,137,127.41,80,5,Both perform,5,1
2116,Both perform,20,5,176,226,25,8.333333333333334,181,57.92,57,25,Both perform,25,1
2117,Both perform,-102,25,165,104,16,16.0,190,119.7,83,-77,Buyer's breach - deposit remedy,0.0,0
2118,Both perform,107,-91,197,236,23,7.666666666666667,106,13.78,27,16,Both perform,16,1
2119,Both perform,65,-84,158,174,35,11.666666666666666,74,51.06,46,-19,Both perform,-19,1
2120,Both perform,-88,85,97,107,13,13.0,182,20.02,15,-3,Buyer's breach - deposit remedy,0.0,0
2121,Both perform,68,18,107,236,43,21.5,125,113.75,81,86,Both perform,86,1
2122,Both perform,25,8,116,169,20,5.0,124,24.8,41,33,Both perform,33,1
2123,Both perform,-39,-11,179,174,45,22.5,168,141.12,96,-50,Buyer's breach - deposit remedy,-22.5,0
2124,Both perform,32,-23,191,230,30,30.0,168,62.16,10,9,Both perform,9,1
2125,Both perform,-41,28,127,140,26,6.5,155,124.0,38,-13,Both perform,-13,1
2126,Both perform,62,27,148,249,12,6.0,175,15.75,92,89,Both perform,89,1
2127,Buyer's breach - enforced performance,-65,-30,163,103,28,28.0,133,26.6,7,-95,Buyer's breach - deposit remedy,0.0,0
2128,Both perform,-49,79,107,150,13,13.0,186,46.5,66,30,Both perform,30,1
2129,Both perform,124,-131,199,229,37,12.333333333333334,68,51.68,31,-7,Both perform,-7,1
2130,Both perform,88,-32,115,205,34,11.333333333333334,83,69.72,45,56,Both perform,56,1
2131,Buyer's breach - enforced performance,-123,76,124,120,19,19.0,200,84.0,24,-47,Buyer's breach - deposit remedy,0.0,0
2132,Both perform,-70,32,130,133,41,10.25,162,64.8,74,-38,Buyer's breach - deposit remedy,-30.75,0
2133,Both perform,-52,51,146,181,36,12.0,197,149.72,58,-1,Both perform,-1,1
2134,Both perform,143,-75,130,244,46,46.0,55,30.8,59,68,Both perform,68,1
2135,Seller's breach - deposit remedy,2.3000000000000007,-23.8,131,118,43,21.5,85,23.8,55,-21.5,Buyer's breach - deposit remedy,-21.499999999999996,0
2136,Both perform,-96,89,102,128,33,8.25,191,43.93,100,-7,Both perform,-7,1
2137,Both perform,10,15,140,181,16,16.0,155,114.7,92,25,Both perform,25,1
2138,Both perform,63,-80,136,131,12,12.0,56,13.44,44,-17,Buyer's breach - deposit remedy,0.0,0
2139,Both perform,-33,-3,158,143,21,10.5,155,79.05,30,-36,Buyer's breach - deposit remedy,-10.5,0
2140,Seller's breach - deposit remedy,56.68000000000001,-71.68,199,178,20,5.0,112,71.68,24,-15.0,Buyer's breach - deposit remedy,-15.0,0
2141,Seller's breach - deposit remedy,12.700000000000003,-35.7,154,138,46,23.0,102,35.7,44,-23.0,Buyer's breach - deposit remedy,-23.0,0
2142,Both perform,-9,-7,171,181,26,13.0,164,14.76,36,-16,Buyer's breach - deposit remedy,-12.999999999999998,0
2143,Both perform,8,-20,108,130,34,34.0,88,44.0,9,-12,Buyer's breach - deposit remedy,0.0,0
2144,Both perform,15,-55,159,136,17,4.25,104,13.52,71,-40,Buyer's breach - deposit remedy,-12.75,0
2145,Both perform,-14,42,106,146,12,4.0,148,7.4,36,28,Both perform,28,1
2146,Seller's breach - deposit remedy,45.36,-45.36,162,121,30,30.0,56,45.36,26,0.0,Buyer's breach - deposit remedy,0.0,0
2147,Both perform,68,-34,181,244,29,14.5,147,120.54,81,34,Both perform,34,1
2148,Both perform,99,-46,111,194,30,30.0,65,19.5,41,53,Both perform,53,1
2149,Both perform,-59,44,145,168,38,12.666666666666666,189,34.02,19,-15,Both perform,-15,1
2150,Buyer's breach - enforced performance,-64,-20,191,125,17,5.666666666666667,171,46.17,1,-84,Buyer's breach - judicial remedy,-1,0
2151,Both perform,53,-73,146,173,47,15.666666666666666,73,12.41,82,-20,Both perform,-20,1
2152,Both perform,37,89,93,243,24,24.0,182,56.42,67,126,Both perform,126,1
2153,Both perform,12,-2,137,189,42,10.5,135,14.85,2,10,Both perform,10,1
2154,Both perform,22,25,165,224,12,3.0,190,39.9,25,47,Both perform,47,1
2155,Both perform,60,-3,110,203,36,12.0,107,8.56,33,57,Both perform,57,1
2156,Both perform,-31,10,144,155,32,10.666666666666666,154,63.14,52,-21,Both perform,-21,1
2157,Both perform,13,-46,182,182,33,33.0,136,61.2,63,-33,Buyer's breach - deposit remedy,0.0,0
2158,Both perform,-54,40,117,151,48,48.0,157,97.34,40,-14,Buyer's breach - deposit remedy,0.0,0
2159,Both perform,89,-77,163,205,30,30.0,86,32.68,99,12,Both perform,12,1
2160,Both perform,-72,35,120,125,42,42.0,155,122.45,3,-37,Buyer's breach - deposit remedy,0.0,0
2161,Both perform,3,35,146,210,26,26.0,181,10.86,84,38,Both perform,38,1
2162,Both perform,-15,-48,169,136,30,30.0,121,81.07,71,-63,Buyer's breach - deposit remedy,0.0,0
2163,Both perform,54,-50,197,226,25,8.333333333333334,147,13.23,100,4,Both perform,4,1
2164,Both perform,23,87,107,246,29,29.0,194,147.44,5,110,Both perform,110,1
2165,Both perform,-26,-26,127,103,28,7.0,101,12.12,12,-52,Buyer's breach - judicial remedy,-12,0
2166,Both perform,3,19,90,154,42,14.0,109,11.99,23,22,Both perform,22,1
2167,Both perform,53,-64,146,175,40,13.333333333333334,82,42.64,53,-11,Both perform,-11,1
2168,Both perform,36,-34,177,223,44,44.0,143,61.49,28,2,Both perform,2,1
2169,Both perform,27,-15,153,196,31,10.333333333333334,138,128.34,60,12,Both perform,12,1
2170,Both perform,51,-48,171,223,49,12.25,123,56.58,67,3,Both perform,3,1
2171,Both perform,48,-78,181,163,12,4.0,103,9.27,56,-30,Buyer's breach - deposit remedy,-8.0,0
2172,Both perform,119,-23,98,235,41,41.0,75,18.0,49,96,Both perform,96,1
2173,Both perform,-12,68,102,181,23,7.666666666666667,170,147.9,46,56,Both perform,56,1
2174,Both perform,45,55,133,247,14,14.0,188,116.56,82,100,Both perform,100,1
2175,Both perform,49,-38,92,121,18,9.0,54,45.36,71,11,Both perform,11,1
2176,Both perform,-66,72,117,136,13,6.5,189,134.19,88,6,Both perform,6,1
2177,Both perform,-113,-4,195,101,23,5.75,191,185.27,79,-117,Buyer's breach - deposit remedy,-17.25,0
2178,Both perform,-31,44,120,180,47,11.75,164,104.96,80,13,Both perform,13,1
2179,Both perform,-16,-48,184,169,49,12.25,136,51.68,22,-64,Buyer's breach - judicial remedy,-22,0
2180,Both perform,76,-48,163,222,31,7.75,115,35.65,14,28,Both perform,28,1
2181,Both perform,135,-58,120,215,18,4.5,62,37.82,97,77,Both perform,77,1
2182,Both perform,18,47,112,197,20,5.0,159,111.3,56,65,Both perform,65,1
2183,Both perform,-16,1,193,203,25,12.5,194,52.38,20,-15,Buyer's breach - deposit remedy,-12.499999999999993,0
2184,Both perform,31,16,162,242,33,33.0,178,135.28,31,47,Both perform,47,1
2185,Both perform,72,-120,184,163,27,27.0,64,22.4,93,-48,Buyer's breach - deposit remedy,0.0,0
2186,Both perform,-33,35,115,163,46,23.0,150,7.5,33,2,Both perform,2,1
2187,Both perform,99,-72,145,212,40,40.0,73,8.76,41,27,Both perform,27,1
2188,Both perform,24,-53,108,129,50,16.666666666666668,55,23.1,19,-29,Buyer's breach - judicial remedy,-19,0
2189,Both perform,31,-46,108,106,13,13.0,62,53.32,95,-15,Buyer's breach - deposit remedy,0.0,0
2190,Both perform,104,3,118,240,15,5.0,121,108.9,31,107,Both perform,107,1
2191,Both perform,30,-24,106,158,46,46.0,82,4.92,41,6,Both perform,6,1
2192,Both perform,58,37,108,231,28,9.333333333333334,145,47.85,37,95,Both perform,95,1
2193,Both perform,59,-54,196,225,24,12.0,142,75.26,51,5,Both perform,5,1
2194,Both perform,-91,30,149,103,15,7.5,179,94.87,48,-61,Buyer's breach - deposit remedy,-7.5,0
2195,Both perform,104,-55,143,238,46,15.333333333333334,88,10.56,8,49,Both perform,49,1
2196,Both perform,-34,10,119,143,48,24.0,129,63.21,57,-24,Seller's breach - deposit remedy,-24.0,0
2197,Both perform,-30,-18,200,173,21,7.0,182,138.32,95,-48,Buyer's breach - deposit remedy,-14.0,0
2198,Both perform,67,-76,126,167,50,25.0,50,38.0,89,-9,Both perform,-9,1
2199,Both perform,-31,-13,131,133,46,15.333333333333334,118,53.1,5,-44,Buyer's breach - judicial remedy,-5,0
2200,Both perform,-2,14,108,135,15,7.5,122,23.18,6,12,Both perform,12,1
2201,Both perform,-67,32,152,135,18,6.0,184,12.88,13,-35,Seller's breach - deposit remedy,-12.0,0
2202,Both perform,65,-143,195,167,50,12.5,52,28.6,79,-78,Buyer's breach - deposit remedy,-37.49999999999999,0
2203,Both perform,-13,39,118,185,41,13.666666666666666,157,61.23,18,26,Both perform,26,1
2204,Both perform,19,32,98,173,24,24.0,130,88.4,24,51,Both perform,51,1
2205,Both perform,13,39,151,237,34,17.0,190,106.4,24,52,Both perform,52,1
2206,Both perform,-78,57,100,107,28,9.333333333333334,157,149.15,44,-21,Buyer's breach - deposit remedy,-18.666666666666657,0
2207,Both perform,-36,-10,159,135,22,22.0,149,78.97,23,-46,Buyer's breach - deposit remedy,0.0,0
2208,Both perform,111,-58,130,196,13,6.5,72,38.88,85,53,Both perform,53,1
2209,Seller's breach - deposit remedy,42.56,-61.56,191,181,38,19.0,114,61.56,27,-19.0,Buyer's breach - deposit remedy,-19.0,0
2210,Both perform,-75,36,115,108,32,10.666666666666666,151,129.86,81,-39,Buyer's breach - deposit remedy,-21.333333333333343,0
2211,Both perform,140,-138,199,248,47,11.75,61,23.18,99,2,Both perform,2,1
2212,Both perform,-20,53,91,166,42,10.5,144,106.56,53,33,Both perform,33,1
2213,Both perform,-82,11,183,134,22,7.333333333333333,194,176.54,93,-71,Buyer's breach - deposit remedy,-14.666666666666657,0
2214,Both perform,7,76,107,234,44,11.0,183,117.12,3,83,Both perform,83,1
2215,Seller's breach - deposit remedy,42.56,-42.56,186,182,45,45.0,133,42.56,52,0.0,Buyer's breach - deposit remedy,0.0,0
2216,Both perform,65,9,99,208,35,11.666666666666666,108,71.28,63,74,Both perform,74,1
2217,Both perform,91,6,106,220,17,17.0,112,92.96,51,97,Both perform,97,1
2218,Both perform,80,-100,180,176,16,8.0,80,73.6,96,-20,Buyer's breach - deposit remedy,-8.0,0
2219,Both perform,21,-99,151,105,32,16.0,52,31.72,78,-78,Buyer's breach - deposit remedy,-16.0,0
2220,Both perform,104,-105,167,182,16,4.0,62,39.68,88,-1,Both perform,-1,1
2221,Both perform,-35,-9,169,142,17,17.0,160,123.2,79,-44,Buyer's breach - deposit remedy,0.0,0
2222,Both perform,104,-135,198,177,10,5.0,63,57.96,7,-31,Buyer's breach - deposit remedy,-5.0,0
2223,Both perform,-6,-19,146,148,27,9.0,127,15.24,35,-25,Buyer's breach - deposit remedy,-18.0,0
2224,Both perform,0,-16,118,136,34,34.0,102,69.36,87,-16,Buyer's breach - deposit remedy,0.0,0
2225,Buyer's breach - enforced performance,-144,-4,189,151,40,20.0,185,14.8,70,-148,Buyer's breach - deposit remedy,-19.999999999999996,0
2226,Both perform,146,-100,164,250,40,13.333333333333334,64,34.56,69,46,Both perform,46,1
2227,Both perform,-65,30,141,136,30,30.0,171,138.51,13,-35,Buyer's breach - deposit remedy,0.0,0
2228,Seller's breach - judicial remedy,0,-66.33333333333334,192,139,32,10.666666666666666,122,3.66,45,-66.33333333333334,Buyer's breach - deposit remedy,-21.333333333333336,0
2229,Both perform,-32,-17,153,120,16,8.0,136,81.6,78,-49,Buyer's breach - deposit remedy,-8.0,0
2230,Both perform,108,-96,165,210,33,16.5,69,2.76,70,12,Both perform,12,1
2231,Both perform,92,-118,185,192,33,11.0,67,33.5,86,-26,Buyer's breach - deposit remedy,-22.0,0
2232,Both perform,65,-16,175,234,10,3.3333333333333335,159,58.83,59,49,Both perform,49,1
2233,Both perform,36,-102,163,139,42,42.0,61,27.45,49,-66,Buyer's breach - deposit remedy,0.0,0
2234,Both perform,120,-49,123,217,23,7.666666666666667,74,65.86,11,71,Both perform,71,1
2235,Both perform,15,-45,133,117,14,14.0,88,87.12,50,-30,Buyer's breach - deposit remedy,0.0,0
2236,Both perform,100,-65,172,234,27,13.5,107,89.88,61,35,Both perform,35,1
2237,Both perform,51,-75,132,135,27,27.0,57,27.36,17,-24,Buyer's breach - deposit remedy,0.0,0
2238,Seller's breach - deposit remedy,32.14,-57.64,189,147,34,8.5,131,57.64,12,-25.5,Buyer's breach - judicial remedy,-12,0
2239,Seller's breach - enforced performance,40,-58,199,203,22,5.5,141,31.02,0,-18,Buyer's breach - judicial remedy,0,0
2240,Buyer's breach - enforced performance,-168,26,150,123,38,12.666666666666666,176,40.48,77,-142,Buyer's breach - deposit remedy,-25.333333333333336,0
2241,Buyer's breach - enforced performance,-157,-14,167,113,50,50.0,153,88.74,67,-171,Buyer's breach - deposit remedy,0.0,0
2242,Both perform,2,4,116,144,22,11.0,120,85.2,19,6,Both perform,6,1
2243,Both perform,-37,46,103,127,15,15.0,149,134.1,86,9,Both perform,9,1
2244,Both perform,18,-3,187,246,44,11.0,184,62.56,78,15,Both perform,15,1
2245,Both perform,137,-120,176,227,34,11.333333333333334,56,16.24,92,17,Both perform,17,1
2246,Both perform,72,4,117,222,29,7.25,121,45.98,68,76,Both perform,76,1
2247,Both perform,86,-129,185,175,33,33.0,56,0.56,10,-43,Buyer's breach - deposit remedy,0.0,0
2248,Both perform,4,25,120,176,27,27.0,145,143.55,51,29,Both perform,29,1
2249,Both perform,17,-78,178,166,49,12.25,100,38.0,87,-61,Buyer's breach - deposit remedy,-36.75,0
2250,Both perform,-17,35,114,156,24,6.0,149,128.14,27,18,Both perform,18,1
2251,Both perform,48,-21,120,197,50,25.0,99,53.46,76,27,Both perform,27,1
2252,Both perform,165,-92,143,249,33,16.5,51,18.36,71,73,Both perform,73,1
2253,Both perform,105,-42,129,217,25,8.333333333333334,87,79.17,65,63,Both perform,63,1
2254,Both perform,12,45,118,203,28,28.0,163,76.61,57,57,Both perform,57,1
2255,Both perform,123,-109,199,245,32,16.0,90,8.1,70,14,Both perform,14,1
2256,Both perform,-45,10,143,124,16,4.0,153,105.57,84,-35,Buyer's breach - deposit remedy,-12.0,0
2257,Seller's breach - deposit remedy,67.1,-67.1,180,134,46,46.0,110,67.1,14,0.0,Buyer's breach - deposit remedy,0.0,0
2258,Both perform,83,-101,163,184,39,9.75,62,40.92,15,-18,Buyer's breach - judicial remedy,-15,0
2259,Both perform,-25,-10,198,194,31,7.75,188,152.28,0,-35,Buyer's breach - judicial remedy,0,0
2260,Both perform,-40,-30,174,119,15,5.0,144,36.0,100,-70,Buyer's breach - deposit remedy,-10.0,0
2261,Both perform,77,-126,198,196,47,15.666666666666666,72,43.92,67,-49,Buyer's breach - deposit remedy,-31.33333333333333,0
2262,Both perform,-46,57,131,176,34,34.0,188,9.4,50,11,Both perform,11,1
2263,Both perform,56,-19,149,204,18,4.5,130,41.6,46,37,Both perform,37,1
2264,Buyer's breach - enforced performance,-71,-22,134,106,36,18.0,112,11.2,29,-93,Buyer's breach - deposit remedy,-18.0,0
2265,Both perform,89,-50,166,220,15,3.75,116,63.8,38,39,Both perform,39,1
2266,Both perform,74,-72,158,200,40,40.0,86,39.56,36,2,Both perform,2,1
2267,Both perform,-90,4,158,111,39,13.0,162,150.66,37,-86,Buyer's breach - deposit remedy,-26.0,0
2268,Both perform,21,-30,172,198,35,35.0,142,89.46,97,-9,Buyer's breach - deposit remedy,0.0,0
2269,Both perform,41,-40,124,166,41,13.666666666666666,84,33.6,49,1,Both perform,1,1
2270,Both perform,36,-28,199,229,22,5.5,171,92.34,22,8,Both perform,8,1
2271,Seller's breach - deposit remedy,5.193333333333332,-13.86,161,141,13,4.333333333333333,126,13.86,34,-8.666666666666668,Buyer's breach - deposit remedy,-8.666666666666668,0
2272,Both perform,9,-95,171,104,19,9.5,76,10.64,80,-86,Buyer's breach - deposit remedy,-9.5,0
2273,Both perform,71,-50,157,228,50,25.0,107,32.1,34,21,Both perform,21,1
2274,Both perform,20,-2,194,249,37,12.333333333333334,192,124.8,89,18,Both perform,18,1
2275,Both perform,34,-4,130,185,25,12.5,126,93.24,62,30,Both perform,30,1
2276,Both perform,15,-8,125,179,47,11.75,117,8.19,33,7,Both perform,7,1
2277,Both perform,41,-120,179,148,48,24.0,59,45.43,28,-79,Seller's breach - deposit remedy,-24.0,0
